FID,categoria,nombre,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
20,Refugio de Vida Silvestre,Yabebyry,0.60326,0.5997173913043479,0.6071434782608697,0.5732217391304348,0.6117173913043479,0.6132173913043478,0.6361782608695652,0.627395652173913,0.5638695652173913,0.6186521739130435,0.5930695652173913,0.5715826086956523,0.5770130434782609,0.5794956521739131,0.6921434782608696,0.592304347826087,0.6032260869565217,0.5760782608695653,0.5901173913043478,0.5859826086956522,0.5962347826086958,0.6115826086956522,0.6652608695652175,0.6609304347826087,0.6741869565217391,0.6718521739130435
21,Reservas de la Biosfera Río Apa,Cerrado del Río Apa,0.669675,0.6479391304347827,0.5935521739130435,0.6785739130434784,0.6821521739130435,0.6475000000000001,0.6749304347826087,0.6047478260869565,0.6086913043478261,0.6306304347826087,0.6206260869565218,0.5834869565217391,0.6620173913043478,0.617595652173913,0.6339478260869565,0.6644434782608696,0.633495652173913,0.6252130434782609,0.6543173913043479,0.609904347826087,0.6118826086956523,0.5768304347826088,0.6259391304347827,0.6510782608695652,0.5978434782608696,0.6179304347826088
22,Parque Nacional,Paso Bravo,0.724875,0.7030391304347826,0.6887608695652174,0.708708695652174,0.7096260869565217,0.6737782608695653,0.7247478260869565,0.6609086956521739,0.6963,0.7163086956521739,0.6960434782608697,0.6944391304347827,0.7415347826086958,0.6981521739130435,0.7281608695652174,0.7292391304347826,0.7217956521739131,0.6727434782608697,0.7185217391304348,0.6751695652173914,0.7053652173913043,0.6482347826086957,0.6712652173913043,0.7075739130434783,0.7041608695652174,0.7575000000000001
23,Reservas de la Biosfera Río Apa,Cerrado del Río Apa,0.68384,0.6700173913043478,0.5947913043478261,0.6650217391304348,0.7045608695652175,0.6516217391304349,0.6591260869565218,0.5874608695652175,0.5870782608695653,0.5698478260869565,0.6321,0.6094,0.629304347826087,0.5927913043478261,0.6658739130434783,0.6656521739130435,0.6123304347826087,0.6188652173913043,0.6694304347826088,0.5810608695652174,0.6489608695652175,0.5688,0.6459652173913043,0.6314826086956522,0.5825,0.7081826086956522
24,Parque Nacional,Lago Ypoa,0.683135,0.6444521739130435,0.665013043478261,0.6675652173913044,0.6591652173913043,0.662804347826087,0.6430608695652175,0.6449,0.6228043478260871,0.6679304347826087,0.6525478260869565,0.6518391304347826,0.6525608695652174,0.6534826086956522,0.6837826086956522,0.6597304347826087,0.6636304347826087,0.6248173913043479,0.6320086956521739,0.7193565217391305,0.6708739130434783,0.7364173913043478,0.620504347826087,0.7587086956521739,0.721904347826087,0.6739260869565218
25,Parque Nacional,Lago Ypoa,0.71977,0.6390173913043479,0.6445869565217391,0.7001347826086958,0.656304347826087,0.6570608695652175,0.7311217391304349,0.6728434782608697,0.6726304347826088,0.7271391304347826,0.6820391304347826,0.6405347826086957,0.6564565217391304,0.7385782608695652,0.7266304347826087,0.6789217391304349,0.7058391304347826,0.651504347826087,0.6740173913043478,0.6889217391304349,0.644208695652174,0.824008695652174,0.5538652173913043,0.7300913043478261,0.7406391304347827,0.7439608695652175
26,Parque Nacional,Serrania San Luis,0.693775,0.7043956521739131,0.6612260869565217,0.6922391304347826,0.6890217391304349,0.6617391304347826,0.7093260869565218,0.6394478260869565,0.6778130434782609,0.6892826086956523,0.6844391304347827,0.6830739130434783,0.6946347826086957,0.657504347826087,0.6775608695652174,0.6479608695652175,0.7008913043478261,0.6648782608695653,0.6755434782608696,0.6139869565217392,0.692908695652174,0.6711173913043479,0.6383,0.6653608695652174,0.6665869565217392,0.7128391304347826
27,Parque Nacional,Lago Ypoa,0.762765,0.6379173913043479,0.6274869565217391,0.5860347826086957,0.5849652173913044,0.6876347826086957,0.6699173913043478,0.6884,0.6356173913043478,0.7137652173913044,0.6185652173913043,0.5975,0.6871,0.6774347826086957,0.6534565217391304,0.6417173913043478,0.6299956521739131,0.6070434782608696,0.6349,0.6706304347826088,0.6223391304347826,0.7461695652173913,0.6692913043478261,0.7065826086956523,0.6826260869565217,0.6340391304347827
28,Parque Nacional,Lago Ypoa,0.7025800000000001,0.7208391304347826,0.7263434782608696,0.7241652173913043,0.7359782608695652,0.6821260869565218,0.7082347826086958,0.6973913043478261,0.6808739130434783,0.6721521739130435,0.7159782608695653,0.7097913043478261,0.6946391304347826,0.7100391304347826,0.7245391304347827,0.7312434782608697,0.7092913043478262,0.6699695652173914,0.6799521739130435,0.6576217391304349,0.654,0.7043043478260871,0.6831347826086958,0.7113739130434783,0.7574304347826087,0.7342782608695653
29,Parque Nacional,Lago Ypoa,0.735195,0.6606347826086957,0.6310782608695652,0.5987913043478261,0.6162217391304349,0.6374913043478261,0.6078782608695652,0.6510521739130435,0.5869434782608697,0.6833217391304348,0.6423869565217392,0.6395304347826087,0.661895652173913,0.6689869565217391,0.6692391304347827,0.6467695652173914,0.6380652173913043,0.6602521739130436,0.6250260869565217,0.6054652173913043,0.5179260869565218,0.7121739130434783,0.7015347826086957,0.6842478260869566,0.7073826086956523,0.7166652173913043
